date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:58	19050/19050	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e3.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e3.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/about.html)
10:37:58	1139/1139	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:56%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/w3l-blog-single.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/w3l-blog-single.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/services.html)
10:37:59	93100/93100	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/Aasif1/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:59	105430/105430	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/coming.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/coming.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:59	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Jul%202021%2005:07:58%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:01	21147/21147	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e4.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e4.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:01	22791/22791	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e5.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e5.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:01	20463/20463	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e6.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e6.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:01	23663/23663	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:02	20881/20881	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c2.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c2.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:03	15988/15988	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c3.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c3.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team.html)
10:38:04	52206/52206	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/employer1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/employer1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team-single.html)
10:38:05	27036/27036	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c5.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c5.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html)
10:38:06	18405/18405	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c6.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c6.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html)
10:38:06	25609/25609	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c7.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c7.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html)
10:38:07	25949/25949	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c4.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/c4.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html)
10:38:07	43427/43427	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/candidate1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/candidate1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html)
10:38:08	23176/23176	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog4.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog4.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html)
10:38:09	42938/42938	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog5.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog5.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html)
10:38:09	56090/56090	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog6.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog6.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html)
10:38:10	42212/42212	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog7.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog7.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html)
10:38:11	39066/39066	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog8.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog8.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html)
10:38:12	46109/46109	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog9.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog9.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html)
10:38:12	665/665	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef1.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef1.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html)
10:38:13	423/423	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef2.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef2.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html)
10:38:14	785/785	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef3.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/ef3.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html)
10:38:16	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Jul%202021%2005:08:15%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/assets/js/jquery-3.3.1.min.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/signup.html)
10:38:21	21346/21346	---MCZ	200	added ('OK')	application/javascript	etag:W/%225362-5900057953202%22	http://cdn.fancybar.net/ac/fancybar.js?zoneid=1502&serve=C6ADVKE&placement=w3layouts	C:/My%20Web%20Sites/Aasif1/cdn.fancybar.net/ac/fancybar6a2f.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/w3l-blog-single.html)
10:38:22	49377/49377	---MC-	200	added ('OK')	text/javascript	date:Wed,%2009%20Jun%202021%2017:36:57%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Aasif1/www.google-analytics.com/analytics.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/w3l-blog-single.html)
